Handle,Title,Body (HTML),Vendor,Product Category,Type,Tags,Published,Option1 Name,Option1 Value,Option1 Linked To,Option2 Name,Option2 Value,Option2 Linked To,Option3 Name,Option3 Value,Option3 Linked To,Variant SKU,Variant Grams,Variant Inventory Tracker,Variant Inventory Policy,Variant Fulfillment Service,Variant Price,Variant Compare At Price,Variant Requires Shipping,Variant Taxable,Variant Barcode,Image Src,Image Position,Image Alt Text,Gift Card,SEO Title,SEO Description,Google Shopping / Google Product Category,Google Shopping / Gender,Google Shopping / Age Group,Google Shopping / MPN,Google Shopping / Condition,Google Shopping / Custom Product,Google Shopping / Custom Label 0,Google Shopping / Custom Label 1,Google Shopping / Custom Label 2,Google Shopping / Custom Label 3,Google Shopping / Custom Label 4,Google: Custom Product (product.metafields.mm-google-shopping.custom_product),Color (product.metafields.shopify.color-pattern),Material de decoración (product.metafields.shopify.decoration-material),Formato de papel (product.metafields.shopify.paper-format),Tamaño de papel (product.metafields.shopify.paper-size),Características de la planta (product.metafields.shopify.plant-characteristics),Forma (product.metafields.shopify.shape),Espacio adecuado (product.metafields.shopify.suitable-space),Luz solar (product.metafields.shopify.sunlight),Forma de jarrón (product.metafields.shopify.vase-shape),Variant Image,Variant Weight Unit,Variant Tax Code,Cost per item,Status
veneziano,Veneciano,"<p>Las rosas son flores super resistentes que pueden llegar a durar hasta 15 días dependiendo de su variedad y de los cuidados que le proporcionemos. ¿Cómo cuidarla? Simple: mantener en lugares frescos, sin sol directo y bien hidratadas. Fíjate de que su florero tenga siempre agua al menos hasta la mitad, y cuando debas rellenarlo no lo hagas por sobre la flor, éstas no deben ser ""regadas"", hazlo por un espacio que vaya directamente al OASIS (material en donde se acomodan las flores).</p>
<p style=""text-align: center;""><meta charset=""utf-8""><span style=""color: #b3b3b3;"">* El arreglo de las fotos es de tamaño '40 x 40 cms' / El envío no está incluido en este precio</span></p>",Las Lira,Home & Garden > Plants > Flowers,Flores,Arreglos,true,Title,Default Title,,,,,,,,F109,100.0,shopify,deny,manual,75000,,true,false,"",https://cdn.shopify.com/s/files/1/0576/8717/9448/products/Veneziano.jpg?v=1643384487,1,"",false,,,,,,,,,,,,,,,,,,,,,,,,,g,,,active
veneziano,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0576/8717/9448/products/Venezianocontexto1.png?v=1643384487,2,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
veneziano,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0576/8717/9448/products/Venezianocontexto3.png?v=1643384487,3,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
veneziano,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0576/8717/9448/products/IMG_1068-2.png?v=1652393878,4,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
frutera-en-blancos,Frutera en Blancos,"<p><meta charset=""utf-8""><em data-mce-fragment=""1"">Las flores pueden variar debido a las temporadas, se mantiene siempre el colorido</em><br><br>Para que tus flores tengan una vida mas larga debes evitar el sol directo o cualquier fuente de calor obvia (como un calefactor por ejemplo). Algunas flores pueden morir antes que otras, sobretodo en este arreglo en donde hay distintos tipos y variedades, por lo que te recomendamos que vayas sacando aquellas que estén moribundas para evitar la acumulación de bacterias y se vean mas frescas las que quedan! Preocupate de mantener siempre con agua el florero (al menos hasta la mitad del vidrio) para no deshidratar las flores.</p>
<p><meta charset=""utf-8""><span>* El arreglo de las fotos es de tamaño '40 x 50 cms' / El envío no está incluido en este precio</span></p>
<p> </p>",Las Lira,Home & Garden > Plants > Flowers,Flores,Arreglos,true,Title,Default Title,,,,,,,,F125,100.0,shopify,deny,manual,89000,,true,false,"",https://cdn.shopify.com/s/files/1/0576/8717/9448/products/FruteraenBlancos.jpg?v=1643384282,1,"",false,,,,,,,,,,,,,,,,,,,,,,,,,g,,,active
frutera-en-blancos,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0576/8717/9448/products/Fruteraenblancoscontexto1.png?v=1652393291,2,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
frutera-en-blancos,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0576/8717/9448/products/Fruteraenblancossinfin.png?v=1652393291,3,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
bandeja-de-rosas,Bandeja de Rosas,"<p><meta charset=""utf-8""><em data-mce-fragment=""1"">El colorido de las rosas es a elección</em><br><br>Las rosas son flores super resistentes que pueden llegar a durar hasta 15 días dependiendo de su variedad y de los cuidados que le proporcionemos. ¿Cómo cuidarla? Simple: mantener en lugares frescos, sin sol directo y bien hidratadas. Fíjate de que su florero tenga siempre agua al menos hasta la mitad, y cuando debas rellenarlo no lo hagas por sobre la flor, éstas no deben ser ""regadas"" ni rociadas, hazlo por un espacio que vaya directamente al OASIS (material en donde se acomodan las flores).</p>
<p style=""text-align: center;""><meta charset=""utf-8""><span style=""color: #b3b3b3;""> * El arreglo de las fotos es de tamaño '18 x 30 x 30 cms' / El envío no está incluido en este precio</span> </p>",Las Lira,Home & Garden > Plants > Flowers,Flores,Arreglos,true,Title,Default Title,,,,,,,,F132,100.0,shopify,deny,manual,83000,,true,false,"",https://cdn.shopify.com/s/files/1/0576/8717/9448/products/BandejadeRosas.jpg?v=1643384078,1,"",false,,,,,,,,,,,,,,,,,,,,,,,,,g,,,active
bandeja-de-rosas,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0576/8717/9448/products/Bandejaderosascontexto2.png?v=1650400057,2,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
bandeja-de-rosas,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0576/8717/9448/products/Bandejaderosascontexto1.png?v=1643384078,3,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
bandeja-de-rosas,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0576/8717/9448/products/SINFINbandejarosas-2.jpg?v=1652393194,4,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
matero-en-verdes,Matero en Verdes,"<p><meta charset=""utf-8""><em>Las flores pueden variar debido a las temporadas, se mantiene siempre el colorido<br></em><br>Para que tu arreglo tenga una vida útil más larga te recomendamos sacarlo por las noches a un lugar frío, porque en general el calor y la falta de agua son el gran enemigo de las flores de corte. Para este último punto, debes checkear con tu dedo que el OASIS (material en donde se acomodan las flores) esté siempre mojado. Ahora, ¿cómo hidratarlas? Nunca debes ""regar"" las flores por encima, sino que hacer un espacio para que el agua -con tu regadera o botella- llegue directamente al OASIS. Retira las flores que estén moribundas, así evitas la acumulación de bacterias y las que quedan se verán más frescas.</p>
<p style=""text-align: center;""><meta charset=""utf-8""><span style=""color: #b3b3b3;"">* El arreglo de las fotos es de tamaño '50 x 50 cms' / El envío no está incluido en este precio</span></p>",Las Lira,Home & Garden > Plants > Flowers,Flores,Arreglos,true,Title,Default Title,,,,,,,,F110,100.0,shopify,deny,manual,120000,,true,false,"",https://cdn.shopify.com/s/files/1/0576/8717/9448/products/MateroenVerdes.jpg?v=1643384397,1,"",false,,,,,,,,,,,,,,,,,,,,,,,,,g,,,active
matero-en-verdes,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0576/8717/9448/products/Materoenverdescontexto.png?v=1643384397,2,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
matero-en-verdes,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0576/8717/9448/products/IMG_1053-2.jpg?v=1652393046,3,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
caja-50,Boîte,"<p><em data-mce-fragment=""1"">Las flores pueden variar debido a las temporadas, se mantiene siempre el colorido a menos que especifiques algún otro!</em><br data-mce-fragment=""1""><br>Para que tu arreglo tenga una vida útil más larga te recomendamos sacarlo por las noches a un lugar frío, porque en general el calor y la falta de agua son el gran enemigo de las flores de corte. Para este último punto, debes checkear con tu dedo que el OASIS (material en donde se acomodan las flores) esté siempre mojado. Ahora, ¿cómo hidratarlas? Nunca debes ""regar"" ni rociar las flores por encima, sino que hacer un espacio para que el agua -con tu regadera o botella- llegue directamente al OASIS. Retira las flores que estén moribundas, así evitas la acumulación de bacterias y las que quedan se verán más frescas.</p>
<p style=""text-align: center;""><meta charset=""utf-8""><span style=""color: #b3b3b3;"">* El arreglo de las fotos es de tamaño '70 x 30 cms' / El envío no está incluido en este precio</span></p>",Las Lira,Home & Garden > Plants > Flowers,Flores,Arreglos,true,Title,Default Title,,,,,,,,F126,100.0,shopify,deny,manual,97000,,true,false,"",https://cdn.shopify.com/s/files/1/0576/8717/9448/products/IMG_0400.png?v=1652803958,1,"",false,,,,,,,,,,,,,,,,,,,,,,,,,g,,,active
caja-50,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0576/8717/9448/products/Boitecontexto1.jpg?v=1652803958,2,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
caja-50,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0576/8717/9448/products/Boitecontexto2.jpg?v=1652803958,3,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
caja-50,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0576/8717/9448/products/IMG_0511.jpg?v=1652803947,4,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
bouquet-anemonas,Anémonas Samaritano,"<p>Las anémonas son una delicada flor de tallo hueco que absorve mucha agua. ¡Poner atención de que estén suficientemente hidratadas! Siempre es bueno sacarlas por la noche para que se refresquen y duren más debido a las calefacciones de las casas. Nunca poner el arreglo bajo el sol, cambia el agua del florero seguido y cada vez que lo hagas aprovecha de cortar un poco el tallo para asegurarte de que succionen de manera eficiente.</p>
<p style=""text-align: center;""><meta charset=""utf-8""><span style=""color: #b3b3b3;"">* El arreglo de las fotos es de tamaño mediano de '40 x 30 cms' / El envío no está incluido en este precio</span></p>",Las Lira,Home & Garden > Plants > Flowers,Flores,Arreglos,false,Tamaño,40 unidades,,,,,,,,F127,100.0,shopify,deny,manual,72000,,true,false,"",https://cdn.shopify.com/s/files/1/0576/8717/9448/products/BouquetAnemonas.jpg?v=1643384200,1,"",false,,,,,,,,,,,,,,,,,,,,,,,,,g,,,draft
bouquet-anemonas,,,,,,,,,60 unidades,,,,,,,,F128,100.0,shopify,deny,manual,96000,,true,false,"",https://cdn.shopify.com/s/files/1/0576/8717/9448/products/Bouquetanemonascontexto3.png?v=1650400080,2,"",,,,,,,,,,,,,,,,,,,,,,,,,,g,,,
bouquet-anemonas,,,,,,,,,85 unidades,,,,,,,,F129,100.0,shopify,deny,manual,123250,,true,false,"",https://cdn.shopify.com/s/files/1/0576/8717/9448/products/Bouquetanemonascontexto1.png?v=1650400080,3,"",,,,,,,,,,,,,,,,,,,,,,,,,,g,,,
bouquet-anemonas,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0576/8717/9448/products/Bouquetanemonascontexto2.png?v=1650400080,4,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
matero-full-rosas,Matero Full Rosas,"<p><em data-mce-fragment=""1"">El colorido de las rosas es a elección</em><br><br>Las rosas son flores super resistentes que pueden llegar a durar hasta 15 días dependiendo de su variedad y de los cuidados que le proporcionemos. ¿Cómo cuidarla? Simple: mantener en lugares frescos, sin sol o calor directo y bien hidratadas. Fíjate de que su florero tenga siempre agua al menos hasta la mitad, y cuando debas rellenarlo no lo hagas por sobre la flor, éstas nunca deben ser ""regadas"" ni rociadas, hazlo por un espacio que vaya directamente al OASIS (material en donde se acomodan las flores).</p>
<p style=""text-align: center;""><meta charset=""utf-8""><span style=""color: #b3b3b3;"">* El arreglo de las fotos es de tamaño '35 x 35 cms' / El envío no está incluido en este precio</span></p>",Las Lira,Home & Garden > Plants > Flowers,Flores,Arreglos,true,Title,Default Title,,,,,,,,F122,100.0,shopify,deny,manual,75000,,true,false,"",https://cdn.shopify.com/s/files/1/0576/8717/9448/products/IMG_15833_cb99e42b-286b-4d01-9775-33246586b06a.jpg?v=1652821765,1,"",false,,,,,,,,,,,,,,,,,,,,,,,,,g,,,active
matero-full-rosas,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0576/8717/9448/products/IMG_8373.jpg?v=1652821712,2,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
matero-full-rosas,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0576/8717/9448/products/IMG_8364-2.jpg?v=1652821712,3,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
matero-full-rosas,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0576/8717/9448/products/sinfinRODONROSAS-2_16083717-03e5-4a20-a253-9f2a24a47f9d.png?v=1652821712,4,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
rodon-rosas-blancas,Rodón Rosas Blancas,"<p><em data-mce-fragment=""1"">Las flores pueden variar debido a las temporadas, se mantiene siempre el colorido</em><br><br>Las rosas son flores super resistentes que pueden llegar a durar hasta 15 días dependiendo de su variedad y de los cuidados que le proporciones. ¿Cómo cuidarla? Simple: mantener en lugares frescos, sin sol directo y bien hidratadas. Para saber cómo andan de agua, debes tocar el OASIS (material en donde se acomodan las flores) para ver si está mojado, de lo contrario le falta agua.</p>
<p style=""text-align: center;""><meta charset=""utf-8""><span style=""color: #b3b3b3;"">* El arreglo de las fotos es de tamaño '42 x 42 cms' / El envío no está incluido en este precio</span></p>",Las Lira,Home & Garden > Plants > Flowers,Flores,Arreglos,true,Title,Default Title,,,,,,,,F106,100.0,shopify,deny,manual,87000,,true,false,"",https://cdn.shopify.com/s/files/1/0576/8717/9448/products/IMG_8429.jpg?v=1652380213,1,"",false,,,,,,,,,,,,,,,,,,,,,,,,,g,,,active
rodon-rosas-blancas,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0576/8717/9448/products/IMG_8388-2_fd30bc09-8d05-46b8-ab28-3255c2643998.jpg?v=1652385734,2,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
rodon-rosas-blancas,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0576/8717/9448/products/Rodonrosasblancascontexto-2.jpg?v=1652385694,3,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
rodon-rosas-blancas,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0576/8717/9448/products/sinfinRODONROSAS-2.png?v=1652385694,4,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
paila-colores-rosados,Paila Candy,"<p><em>Las flores pueden variar debido a las temporadas, se mantiene siempre el colorido</em><br><br>Para que tu arreglo tenga una vida útil más larga te recomendamos sacarlo por las noches a un lugar frío, porque en general el calor y la falta de agua son el gran enemigo de las flores de corte. Para este último punto, debes checkear con tu dedo que el OASIS (material en donde se acomodan las flores) esté siempre mojado. Ahora, ¿cómo hidratarlas? Nunca debes ""regar"" ni rociar las flores por encima, sino que hacer un espacio para que el agua -con tu regadera o botella- llegue directamente al OASIS. Retira las flores que estén moribundas, así evitas la acumulación de bacterias y las que queden se verán más frescas.</p>
<p style=""text-align: center;""><meta charset=""utf-8""><span style=""color: #b3b3b3;""><span>* El arreglo </span><span>de las fotos es de</span><span> tamaño L '45 x 55 cms' / El envío no está incluido en este precio</span></span></p>",Las Lira,Home & Garden > Plants > Flowers,Flores,Arreglos,true,Tamaño,S 35 x 40 cms,,,,,,,,F120,100.0,shopify,deny,manual,95000,,true,false,"",https://cdn.shopify.com/s/files/1/0576/8717/9448/products/lasliras-_c_RDF3204-2.jpg?v=1652377882,1,"",false,,,,,,,,,,,,,,,,,,,,,,,,,g,,,active
paila-colores-rosados,,,,,,,,,M 40 x 50 cms,,,,,,,,F121,100.0,shopify,deny,manual,110000,,true,false,"",https://cdn.shopify.com/s/files/1/0576/8717/9448/products/lasliras-_c_RDF3194-2.jpg?v=1652377882,2,"",,,,,,,,,,,,,,,,,,,,,,,,,,g,,,
paila-colores-rosados,,,,,,,,,L 45 x 55,,,,,,,,,100.0,shopify,deny,manual,140000,,true,false,"",https://cdn.shopify.com/s/files/1/0576/8717/9448/products/lasliras-_c_RDF3111-2.jpg?v=1652377882,3,"",,,,,,,,,,,,,,,,,,,,,,,,,,g,,,
limona,Limona,"<p><em data-mce-fragment=""1"">Las flores pueden variar debido a las temporadas, se mantiene siempre el colorido</em><br><br>Para que tus flores tengan una vida más larga debes evitar el sol directo o cualquier fuente de calor obvia (como un calefactor por ejemplo). Algunas flores pueden morir antes que otras, sobretodo en este arreglo en donde hay distintos tipos y variedades, por lo que te recomendamos que vayas sacando aquellas que estén moribundas para evitar la acumulación de bacterias y se vean más frescas las que quedan! Preocupate de mantener siempre con agua el florero para no deshidratar las flores.</p>
<p style=""text-align: center;""><meta charset=""utf-8""><span style=""color: #b3b3b3;"">* El arreglo de las fotos es de tamaño '40 x 40 cms' / El envío no está incluido en este precio</span></p>",Las Lira,Home & Garden > Plants > Flowers,Flores,Arreglos,true,Tamaño,Chico 35 x 35,,,,,,,,F107,100.0,shopify,deny,manual,66000,,true,false,"",https://cdn.shopify.com/s/files/1/0576/8717/9448/products/lasliras-_c_RDF3093-2.png?v=1652377546,1,"",false,,,,,,,,,,,,,,,,,,,,,,,,,g,,,active
limona,,,,,,,,,Mediano 45 x 45,,,,,,,,F108,100.0,shopify,deny,manual,87000,,true,false,"",https://cdn.shopify.com/s/files/1/0576/8717/9448/products/lasliras-_c_RDF3080-2.jpg?v=1747759923,2,"",,,,,,,,,,,,,,,,,,,,,,,,,,g,,,
limona,,,,,,,,,Grande 55 x 55,,,,,,,,F109,100.0,shopify,deny,manual,112000,,true,false,"",https://cdn.shopify.com/s/files/1/0576/8717/9448/products/lasliras-_c_RDF3039-2.jpg?v=1652377542,3,"",,,,,,,,,,,,,,,,,,,,,,,,,,g,,,
alto-rama,Alto Rama,"<p><em data-mce-fragment=""1"">Las flores pueden variar debido a las temporadas, se mantiene siempre el colorido</em></p>
<p><br>Para que tu arreglo tenga una vida útil más larga te recomendamos sacarlo por las noches a un lugar frío, porque en general el calor y la falta de agua son el gran enemigo de las flores de corte. Por la mismas razones intenta dejarlo en algún lugar protegido de la luz directa, y aunque no lo creas la luz artificial también hace que la maduración de la flor sea más rápida! Siempre mantener el arreglo bien hidratado, revisa cada 2 días al menos cómo está de agua viendo a través del vidrio.</p>
<meta charset=""utf-8"">
<p style=""text-align: center;""><span style=""color: #b3b3b3;"">* El arreglo de las fotos es de tamaño '90 x 60 cms' / El envío no está incluido en este precio</span></p>",Las Lira,Home & Garden > Plants > Flowers,Flores,Arreglos,true,Title,Default Title,,,,,,,,F133,100.0,shopify,deny,manual,110000,,true,false,"",https://cdn.shopify.com/s/files/1/0576/8717/9448/products/Altoramacontexto.png?v=1652373442,1,"",false,,,,,,,,,,,,,,,,,,,,,,,,,g,,,active
alto-rama,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0576/8717/9448/products/Altoramacontexto_ee2a232d-deb2-4999-8747-d98b85e32754.png?v=1652373442,2,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
alto-rama,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0576/8717/9448/products/Altoramasinfin.png?v=1652373442,3,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
rodon-colores,Rodón Colores,"<p><em data-mce-fragment=""1"">Las flores pueden variar debido a las temporadas, se mantiene siempre el colorido<br></em><br>Para que tu arreglo tenga una vida útil más larga te recomendamos sacarlo por las noches a un lugar frío, porque en general el calor y la falta de agua son el gran enemigo de las flores de corte. Para este último punto, debes checkear con tu dedo que el OASIS (material en donde se acomodan las flores) esté siempre mojado. Ahora, ¿cómo hidratarlas? Nunca debes ""regar"" ni rociar las flores por encima, sino que hacer un espacio para que el agua -con tu regadera o botella- llegue directamente al OASIS. Retira las flores que estén moribundas, así evitas la acumulación de bacterias y las que queden se verán más frescas.</p>
<div style=""text-align: center;"">
<meta charset=""utf-8""> <span style=""color: #b3b3b3;"">* El arreglo de las fotos es de tamaño '50 x 50 cms' / El envío no está incluido en este precio</span>
</div>",Las Lira,Home & Garden > Plants > Flowers,Flores,Arreglos,true,Tamaño,S 42 x 42 cms,,,,,,,,F118,100.0,shopify,deny,manual,90000,,true,false,,https://cdn.shopify.com/s/files/1/0576/8717/9448/products/lasliras-_c_RDF3257-2.jpg?v=1652375380,1,"",false,,,,,,,,,,,,,,,,,,,,,,,,,g,,,active
rodon-colores,,,,,,,,,M 50 x 50 cms,,,,,,,,F118,100.0,shopify,deny,manual,125000,,true,false,"",https://cdn.shopify.com/s/files/1/0576/8717/9448/products/lasliras-_c_RDF3263-2.jpg?v=1652375380,2,"",,,,,,,,,,,,,,,,,,,,,,,,,,g,,,
rodon-colores,,,,,,,,,L 60 x 60 cms,,,,,,,,F119,100.0,shopify,deny,manual,150000,,true,false,"",https://cdn.shopify.com/s/files/1/0576/8717/9448/products/lasliras-_c_RDF3270-2.jpg?v=1652375462,3,"",,,,,,,,,,,,,,,,,,,,,,,,,,g,,,
rodon-colores,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0576/8717/9448/products/sinfinRODONCOLORES-2.png?v=1652375691,4,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
cilindro-burgandy,Burgandy,"<p><em>Las flores pueden variar debido a las temporadas, se mantiene siempre el colorido</em><br><br>Para que tus flores tengan una vida mas larga debes evitar el sol directo o cualquier fuente de calor obvia (como un calefactor por ejemplo). Algunas flores pueden morir antes que otras, sobretodo en este arreglo en donde hay distintos tipos y variedades, por lo que te recomendamos que vayas sacando aquellas que estén moribundas para evitar la acumulación de bacterias y se vean mas frescas las que quedan! Preocupate de mantener siempre con agua el florero (al menos hasta la mitad del vidrio) para no deshidratar las flores.</p>
<p><meta charset=""utf-8""><span style=""color: #b3b3b3;"">* El arreglo es tamaño 35 x 35 cms / El envío no está incluido en este precio</span></p>",Las Lira,Home & Garden > Plants > Flowers,Flores,Arreglos,true,Title,Default Title,,,,,,,,F105,100.0,shopify,deny,manual,68000,,false,false,"",https://cdn.shopify.com/s/files/1/0576/8717/9448/products/IMG_8408.png?v=1714841669,1,"",false,,,,,,,,,,,,,,,,,,,,,,,,,g,,,active
